Data	T min (°c)	T media (°c)	T max (°c)	Pioggia (mm)	Punto rugiada (°c) 	Umidità (%) 	Vento media (km/h)	Ventomax (km/h) 	Raffica (km/h)	Pressione slm (mb)	Pressione media (mb) 
08/12/2009	6	11	14	10	7	73	9	18	0	1014	0
09/12/2009	0	5	12	0	2	60	7	7	0	1020	0
10/12/2009	-2	3	12	0	0	62	0	0	0	1024	0
11/12/2009	-3	4	11	0	2	71	10	10	0	1016	0
12/12/2009	-1	5	10	0	2	55	10	12	0	1013	0
15/12/2009	2	4	5	0	0	55	11	14	0	1004	0
16/12/2009	-1	2	4	0	0	51	4	5	0	1005	0
17/12/2009	0	2	4	10	1	79	0	0	0	1002	0
18/12/2009	0	1	3	0	0	49	7	8	0	1003	0
19/12/2009	-7	-2	0	0							
20/12/2009	-11	-7	-1	0	0	69	0	0	0	1009	0
21/12/2009	-9	-2	6	10	3	77	16	16	0	1016	0
22/12/2009	6	11	13	10	9	77	19	23	0	1005	0
24/12/2009	13	14	16	10	11	76	17	24	0	1002	0
25/12/2009	9	14	16	10	8	61	13	21	0	1001	0
26/12/2009	4	6	8	10	4	81	4	4	0	1010	0
27/12/2009	2	5	9	0	3	81	0	0	0	1007	0
28/12/2009	2	5	8	10	4	93	0	0	0	1011	0
29/12/2009	7	9	10	10	9	95	4	4	0	1009	0
30/12/2009	10	13	15	10	10	80	11	14	0	1005	0
31/12/2009	10	13	15	10	10	75	10	15	0	1000	0
01/01/2010	7	8	9	10	7	90	6	10	0	993	0
02/01/2010	5	8	11	0	5	62	9	18	0	1003	0
03/01/2010	-2	2	5	0	0	43	3	5	0	1019	0
04/01/2010	0	2	3	10	1	84	0	0	0	1017	0
05/01/2010	2	4	6	10	3	97	0	0	0	1004	0
06/01/2010	3	5	7	10	4	88	4	5	0	999	0
07/01/2010	5	6	7	10	4	86	0	0	0	1007	0
08/01/2010	7	8	9	10	7	85	2	2	0	1000	0
09/01/2010	4	7	9	10	4	81	12	18	0	997	0
10/01/2010	3	4	6	10	2	86	7	7	0	1008	0
11/01/2010	1	3	6	0	1	86	0	0	0	1014	0
12/01/2010	-1	1	4	0	1	80	0	0	0	1016	0
13/01/2010	1	4	7	0	2	76	6	6	0	1010	0
14/01/2010	-1	4	8	0	0	70	4	6	0	1011	0
15/01/2010	2	6	8	0	1	57	8	12	0	1015	0
16/01/2010	1	4	7	0	0	53	11	14	0	1023	0
17/01/2010	0	2	3	10	2	91	0	0	0	1022	0
18/01/2010	1	5	8	0	3	71	4	8	0	1023	0
19/01/2010	-4	1	9	0	0	73	0	0	0	1023	0
20/01/2010	-5	0	7	0							
21/01/2010	1	4	8	0	0	58	11	15	0	1017	0
22/01/2010	-4	1	5	0	0	69	8	10	0	1022	0
23/01/2010	-3	2	6	0	0	49	6	9	0	1024	0
24/01/2010	-5	0	6	0							
26/01/2010	4	4	4	10	0	64	7	12	0	1023	0
27/01/2010	2	4	6	0	0	43	12	16	0	1018	0
28/01/2010	-5	-2	2	0	0	70	0	0	0	1008	0
29/01/2010	-4	1	6	0	1	77	0	0	0	999	0
30/01/2010	4	5	8	10	3	83	7	10	0	991	0
31/01/2010	0	3	4	10	2	65	10	12	0	998	0
01/02/2010	-5	-1	5	0	0	56	3	4	0	1013	0
02/02/2010	-7	-1	7	0	0	53	3	4	0	1020	0
03/02/2010	-3	1	4	10	2	75	0	0	0	1021	0
04/02/2010	-1	4	9	0	4	89	0	0	0	1023	0
05/02/2010	3	5	8	10	5	92	10	10	0	1015	0
06/02/2010	3	4	6	10	2	77	6	15	0	1005	0
08/02/2010	-2	2	8	0	0	56	5	6	0	1008	0
09/02/2010	-3	2	8	0	0	62	5	9	0	1004	0
10/02/2010	2	4	7	10	1	73	8	13	0	993	0
11/02/2010	1	2	5	10	1	87	6	14	0	994	0
12/02/2010	-2	0	3	10							
13/02/2010	-5	0	6	0							
14/02/2010	-2	3	8	0	0	67	5	7	0	1007	0
15/02/2010	0	5	9	0	1	62	6	7	0	1007	0
16/02/2010	3	5	7	10	3	77	5	6	0	1005	0
17/02/2010	4	9	14	10	5	68	5	5	0	1000	0
18/02/2010	8	11	15	10	8	77	7	9	0	1002	0
19/02/2010	8	11	14	10	8	80	13	22	0	995	0
20/02/2010	6	9	12	10	7	74	10	14	0	995	0
21/02/2010	2	6	12	0	2	76	8	10	0	1008	0
22/02/2010	6	7	9	10	5	83	5	7	0	1007	0
23/02/2010	7	10	14	10	7	72	8	13	0	1003	0
24/02/2010	8	10	12	10	7	83	6	10	0	1004	0
25/02/2010	7	10	13	0	5	65	6	8	0	1008	0
26/02/2010	10	11	14	10	6	61	16	24	0	1003	0
27/02/2010	2	9	14	0	3	56	6	7	0	1011	0
28/02/2010	7	12	15	0	6	46	12	20	0	1006	0
01/03/2010	8	12	15	0	6	61	7	10	0	1011	0
02/03/2010	5	9	13	10	5	73	5	7	0	1019	0
03/03/2010	4	7	10	10	4	81	5	6	0	1017	0
04/03/2010	5	7	9	10	3	64	8	12	0	1003	0
05/03/2010	2	4	8	0	2	57	9	13	0	1012	0
06/03/2010	-3	3	8	0	0	43	6	9	0	1017	0
07/03/2010	-4	2	9	0	0	52	14	23	0	1017	0
08/03/2010	1	2	4	0	0	36	14	22	0	1014	0
09/03/2010	0	1	2	0	0	66	10	12	0	1007	0
10/03/2010	1	3	5	10	0	60	10	18	0	1006	0
11/03/2010	2	2	3	10	2	81	6	6	0	1010	0
12/03/2010	1	3	6	10	2	84	8	8	0	1016	0
13/03/2010	-1	5	11	0	2	62	5	7	0	1019	0
14/03/2010	-3	5	13	0	2	54	7	13	0	1020	0
15/03/2010	0	6	13	0	1	54	5	6	0	1019	0
16/03/2010	-3	6	13	0	0	45	6	9	0	1023	0
18/03/2010	-1	7	15	0	3	61	6	9	0	1033	0
19/03/2010	3	8	12	0	3	68	2	2	0	1032	0
20/03/2010	5	9	14	0	6	75	5	7	0	1028	0
21/03/2010	6	11	15	10	7	73	3	5	0	1026	0
22/03/2010	10	12	15	10	8	73	2	2	0	1023	0
23/03/2010	5	12	20	0	5	58	6	8	0	1019	0
24/03/2010	7	13	19	0	5	58	3	4	0	1017	0
25/03/2010	5	12	19	0	7	65	9	10	0	1019	0
26/03/2010	8	13	18	0	8	65	12	17	0	1018	0
27/03/2010	5	12	17	0	6	53	9	16	0	1014	0
29/03/2010	4	11	17	0	5	64	9	14	0	1017	0
30/03/2010	7	12	15	10	7	66	15	20	0	1008	0
31/03/2010	6	11	15	0	3	48	13	27	0	1008	0
01/04/2010	5	10	15	10	4	64	9	23	0	1014	0
02/04/2010	3	9	14	0	3	60	9	12	0	1018	0
03/04/2010	3	10	16	0	3	56	8	8	0	1021	0
04/04/2010	4	7	10	10	6	86	6	9	0	1017	0
06/04/2010	1	9	18	0	1	54	6	8	0	1025	0
07/04/2010	3	12	20	0	2	45	6	7	0	1021	0
08/04/2010	5	12	20	0	3	38	7	9	0	1020	0
09/04/2010	4	13	21	0	2	40	10	14	0	1022	0
10/04/2010	4	13	21	0	3	43	5	8	0	1020	0
11/04/2010	5	7	9	10	3	68	6	9	0	1014	0
13/04/2010	7	9	13	10	4	66	3	4	0	1011	0
14/04/2010	4	9	13	0	4	66	4	6	0	1012	0
15/04/2010	2	11	17	0	3	49	4	7	0	1012	0
16/04/2010	6	11	16	0	4	51	10	12	0	1012	0
17/04/2010	8	11	15	10	6	65	7	7	0	1015	0
18/04/2010	4	11	19	0	5	61	6	7	0	1015	0
19/04/2010	5	10	18	10	6	72	7	10	0	1014	0
20/04/2010	6	12	20	0	7	65	6	8	0	1016	0
21/04/2010	8	13	18	0	8	65	4	7	0	1016	0
22/04/2010	11	15	21	0	7	54	6	6	0	1014	0
23/04/2010	11	13	14	10	11	83	0	0	0	1012	0
24/04/2010	12	15	17	10	11	72	9	12	0	1015	0
25/04/2010	12	17	22	0	8	51	6	8	0	1020	0
26/04/2010	10	17	24	0	8	54	4	5	0	1021	0
27/04/2010	9	16	23	0	8	57	6	8	0	1020	0
28/04/2010	9	17	24	0	6	44	8	9	0	1023	0
29/04/2010	7	16	25	0	4	41	7	10	0	1021	0
30/04/2010	9	17	24	0	7	50	11	13	0	1017	0
02/05/2010	13	14	16	10	11	74	8	8	0	1013	0
03/05/2010	12	16	19	10	11	68	8	13	0	1010	0
04/05/2010	11	15	20	10	12	80	7	9	0	1007	0
05/05/2010	10	14	17	10	11	77	6	10	0	1003	0
06/05/2010	9	11	15	10	8	77	6	13	0	1006	0
07/05/2010	8	12	15	10	8	74	3	5	0	1009	0
08/05/2010	10	13	17	10	8	66	7	13	0	1011	0
10/05/2010	11	16	20	0	10	62	8	12	0	1011	0
11/05/2010	14	16	18	10	12	78	5	6	0	1009	0
12/05/2010	11	15	20	10	11	77	7	8	0	1008	0
13/05/2010	10	15	19	10	9	64	6	8	0	1008	0
14/05/2010	10	13	15	10	10	76	6	7	0	1008	0
15/05/2010	10	11	12	10	10	87	8	12	0	999	0
16/05/2010	10	12	16	10	9	81	6	7	0	1008	0
17/05/2010	9	13	17	10	10	79	4	4	0	1015	0
18/05/2010	7	13	21	10	9	71	4	6	0	1018	0
19/05/2010	10	13	18	10	7	66	6	13	0	1017	0
20/05/2010	6	14	19	0	3	46	9	12	0	1019	0
21/05/2010	7	15	20	0	6	51	7	9	0	1020	0
22/05/2010	8	17	24	0	6	49	8	10	0	1019	0
23/05/2010	9	18	25	0	7	47	7	8	0	1018	0
24/05/2010	11	19	26	0	8	45	8	12	0	1017	0
25/05/2010	10	18	26	0	7	45	9	14	0	1017	0
26/05/2010	10	18	25	0	8	49	10	14	0	1015	0
27/05/2010	10	18	25	0	11	59	9	14	0	1011	0
28/05/2010	15	19	24	0	14	68	10	10	0	1014	0
29/05/2010	11	19	25	0	10	53	6	6	0	1016	0
30/05/2010	12	19	25	0	12	59	10	12	0	1013	0
31/05/2010	16	19	25	0	10	54	8	12	0	1006	0
01/06/2010	7	17	25	0	5	42	6	7	0	1008	0
02/06/2010	15	18	21	10	11	61	6	7	0	1007	0
03/06/2010	12	15	18	10	12	77	4	8	0	1010	0
04/06/2010	12	18	24	0	9	52	3	7	0	1015	0
05/06/2010	11	21	28	0	10	48	4	6	0	1018	0
06/06/2010	15	22	28	0	13	52	4	4	0	1016	0
07/06/2010	12	20	27	0	12	52	4	7	0	1014	0
08/06/2010	15	22	28	0	14	56	6	8	0	1013	0
09/06/2010	14	22	29	0	12	53	3	4	0	1012	0
10/06/2010	15	24	31	0	12	46	5	8	0	1012	0
11/06/2010	15	23	31	0	10	41	13	14	0	1013	0
12/06/2010	14	23	30	0	12	49	11	13	0	1012	0
13/06/2010	20	23	27	0	16	55	12	15	0	1012	0
14/06/2010	15	22	28	0	13	52	6	7	0	1013	0
15/06/2010	17	21	26	10	16	69	5	7	0	1013	0
16/06/2010	17	20	25	10	16	69	7	13	0	1012	0
17/06/2010	14	19	24	0	13	63	5	10	0	1014	0
18/06/2010	16	20	25	0	12	54	8	9	0	1011	0
19/06/2010	16	18	21	10	14	72	7	9	0	1004	0
21/06/2010	11	14	17	10	11	78	5	7	0	1007	0
22/06/2010	10	17	23	0	9	59	5	7	0	1013	0
23/06/2010	12	19	24	0	10	55	3	4	0	1016	0
24/06/2010	12	20	26	0	10	52	4	5	0	1015	0
25/06/2010	14	21	28	0	11	53	9	13	0	1014	0
26/06/2010	15	20	27	0	14	68	0	0	0	1014	0
28/06/2010	14	23	31	0	13	50	4	4	0	1016	0
29/06/2010	16	23	30	10	13	50	7	9	0	1016	0
30/06/2010	16	24	31	0	13	48	7	12	0	1016	0
01/07/2010	16	25	32	0	14	48	7	9	0	1015	0
02/07/2010	16	25	32	0	14	49	3	4	0	1015	0
03/07/2010	16	26	34	0	13	44	5	7	0	1015	0
04/07/2010	19	26	32	0	16	49	10	14	0	1016	0
05/07/2010	17	25	32	0	17	56	7	10	0	1015	0
06/07/2010	20	24	30	10	18	65	0	0	0	1015	0
07/07/2010	18	25	31	0	15	50	5	8	0	1016	0
08/07/2010	19	25	31	0	11	33	5	8	0	1019	0
09/07/2010	17	26	34	0	12	39	6	9	0	1019	0
10/07/2010	19	28	35	0	14	42	7	8	0	1018	0
11/07/2010	19	28	35	0	15	40	4	7	0	1016	0
12/07/2010	21	26	32	0	18	57	4	4	0	1015	0
13/07/2010	20	26	33	0	17	54	7	7	0	1014	0
14/07/2010	20	27	35	0	16	47	6	8	0	1013	0
15/07/2010	18	28	35	0	14	43	7	10	0	1013	0
16/07/2010	19	28	37	0	16	46	5	10	0	1014	0
17/07/2010	21	28	35	0	15	41	7	9	0	1015	0
19/07/2010	22	26	31	0	16	45	8	10	0	1016	0
20/07/2010	18	26	32	0	16	47	4	6	0	1013	0
21/07/2010	19	26	33	0	16	51	5	7	0	1012	0
22/07/2010	19	26	34	0	16	51	6	8	0	1014	0
23/07/2010	20	26	33	0	18	56	12	16	0	1014	0
25/07/2010	15	21	28	0	12	54	8	8	0	1009	0
26/07/2010	14	21	26	0	7	34	8	12	0	1010	0
28/07/2010	12	21	30	0	12	53	8	12	0	1016	0
29/07/2010	17	21	25	10	15	62	12	15	0	1011	0
30/07/2010	15	18	22	10	14	71	5	7	0	1010	0
31/07/2010	12	20	26	0	11	56	7	8	0	1014	0
01/08/2010	13	22	30	0	12	51	2	4	0	1017	0
02/08/2010	16	24	32	0	12	48	5	9	0	1015	0
03/08/2010	15	22	27	0	13	55	6	7	0	1011	0
04/08/2010	16	23	29	0	14	52	5	6	0	1008	0
05/08/2010	16	20	26	10	15	68	6	12	0	1005	0
06/08/2010	15	18	23	10	13	68	3	4	0	1009	0
07/08/2010	11	20	28	0	11	55	8	12	0	1015	0
08/08/2010	14	22	30	0	10	46	6	9	0	1018	0
09/08/2010	13	22	28	0	12	48	7	12	0	1017	0
10/08/2010	14	23	31	0	12	50	3	5	0	1015	0
11/08/2010	18	24	31	0	16	59	6	9	0	1015	0
12/08/2010	17	23	31	0	14	54	10	14	0	1013	0
13/08/2010	18	20	24	10	17	81	5	7	0	1015	0
14/08/2010	15	18	21	10	17	90	6	6	0	1013	0
15/08/2010	18	22	26	0	13	55	5	7	0	1015	0
16/08/2010	16	20	25	0	11	53	12	16	0	1016	0
17/08/2010	13	19	24	0	13	63	7	9	0	1016	0
18/08/2010	13	20	26	0	12	55	8	8	0	1014	0
19/08/2010	15	22	28	0	14	59	5	6	0	1017	0
20/08/2010	17	24	30	10	15	57	2	2	0	1020	0
21/08/2010	19	25	32	0	17	56	7	7	0	1020	0
22/08/2010	19	26	33	0	15	49	9	9	0	1018	0
23/08/2010	16	24	32	0	15	53	8	12	0	1013	0
24/08/2010	16	24	31	0	15	53	7	10	0	1013	0
25/08/2010	20	25	32	0	17	58	6	7	0	1015	0
26/08/2010	16	24	33	0	12	47	4	6	0	1016	0
27/08/2010	17	25	32	0	14	51	8	14	0	1012	0
29/08/2010	19	22	27	0	10	38	8	12	0	1011	0
30/08/2010	14	18	22	10	10	53	5	9	0	1008	0
31/08/2010	8	17	25	0	5	43	4	7	0	1011	0
01/09/2010	9	18	26	0	5	42	7	10	0	1014	0
02/09/2010	9	19	28	0	6	44	6	8	0	1015	0
03/09/2010	12	20	28	0	10	52	3	4	0	1015	0
04/09/2010	13	21	28	0	10	49	6	8	0	1015	0
05/09/2010	12	20	27	0	12	54	6	6	0	1015	0
06/09/2010	13	20	27	0	13	62	7	10	0	1014	0
07/09/2010	15	21	27	0	14	61	10	12	0	1012	0
08/09/2010	16	19	22	10	16	75	9	10	0	1008	0
10/09/2010	12	18	22	0	11	61	13	16	0	1016	0
11/09/2010	15	20	25	0	9	42	10	15	0	1016	0
12/09/2010	11	18	27	0	9	55	5	7	0	1018	0
13/09/2010	11	16	25	10	12	75	4	6	0	1018	0
14/09/2010	14	19	24	0	11	58	7	8	0	1019	0
16/09/2010	12	19	26	0	12	61	8	13	0	1015	0
17/09/2010	18	21	26	0	15	58	10	17	0	1013	0
18/09/2010	17	22	24	10	17	72	7	13	0	1012	0
19/09/2010	15	18	21	10	13	71	6	8	0	1012	0
20/09/2010	9	17	23	0	9	56	9	10	0	1019	0
21/09/2010	10	15	21	0	10	69	4	4	0	1019	0
23/09/2010	8	16	25	0	8	57	2	2	0	1018	0
24/09/2010	11	17	24	10	12	70	8	8	0	1009	0
25/09/2010	14	17	21	10	12	70	4	9	0	999	0
26/09/2010	9	15	22	10	9	58	6	8	0	1003	0
27/09/2010	13	14	18	10	11	75	13	15	0	1009	0
28/09/2010	12	14	20	10	10	76	4	7	0	1014	0
29/09/2010	6	13	20	0	7	65	4	4	0	1016	0
30/09/2010	6	14	21	0	8	65	5	5	0	1017	0
01/10/2010	12	14	18	10	11	78	5	7	0	1016	0
02/10/2010	9	14	20	0	10	75	7	8	0	1019	0
03/10/2010	10	15	21	0	11	77	0	0	0	1019	0
04/10/2010	9	16	21	0	12	77	10	13	0	1014	0
05/10/2010	14	18	20	10	15	77	10	16	0	1011	0
06/10/2010	14	17	21	0	12	73	2	2	0	1015	0
07/10/2010	10	17	25	0	11	67	6	6	0	1019	0
08/10/2010	12	16	21	0	8	56	9	12	0	1020	0
09/10/2010	9	14	19	0	6	53	8	9	0	1019	0
10/10/2010	5	12	19	0	6	59	6	9	0	1012	0
11/10/2010	13	14	16	10	7	54	8	12	0	1008	0
12/10/2010	11	14	18	0	8	58	8	12	0	1011	0
13/10/2010	12	14	15	10	11	80	4	7	0	1008	0
14/10/2010	12	14	16	0	10	71	0	0	0	1008	0
15/10/2010	9	13	17	0	9	71	0	0	0	1008	0
16/10/2010	12	14	17	10	12	84	7	7	0	1006	0
17/10/2010	11	13	15	10	11	86	6	9	0	1006	0
18/10/2010	8	12	16	0	7	63	6	8	0	1009	0
19/10/2010	7	12	17	0	5	55	9	14	0	1006	0
21/10/2010	1	9	17	0	3	63	2	2	0	1020	0
22/10/2010	1	9	18	0	4	67	0	0	0	1024	0
24/10/2010	10	14	18	10	9	72	7	9	0	1014	0
25/10/2010	9	13	16	10	8	68	11	21	0	1005	0
26/10/2010	6	9	12	0	3	59	16	18	0	1015	0
27/10/2010	6	9	11	0	0	36	12	20	0	1022	0
28/10/2010	3	8	15	0	0	33	4	6	0	1022	0
29/10/2010	-1	7	18	0	3	57	5	7	0	1022	0
30/10/2010	1	9	16	0	4	67	0	0	0	1020	0
31/10/2010	14	16	17	10	11	66	14	18	0	1012	0
01/11/2010	11	15	19	10	11	76	11	20	0	1009	0
02/11/2010	9	12	17	10	10	79	4	6	0	1011	0
03/11/2010	10	13	16	10	10	83	4	4	0	1018	0
04/11/2010	5	12	19	0	7	66	3	5	0	1027	0
05/11/2010	4	10	18	0	8	79	0	0	0	1030	0
06/11/2010	6	9	16	0	8	88	0	0	0	1022	0
07/11/2010	6	12	17	10	10	81	11	14	0	1008	0
08/11/2010	9	11	13	10	8	74	12	18	0	992	0
09/11/2010	9	10	11	10	8	87	7	12	0	987	0
10/11/2010	8	10	13	10	8	82	7	7	0	997	0
11/11/2010	6	9	14	0	7	82	0	0	0	1012	0
12/11/2010	5	8	10	0	7	91	3	5	0	1014	0
13/11/2010	8	12	17	0	9	79	0	0	0	1014	0
14/11/2010	7	12	17	0	10	85	0	0	0	1016	0
15/11/2010	11	14	18	0	11	77	9	12	0	1016	0
16/11/2010	9	13	16	10	10	75	9	14	0	1009	0
17/11/2010	5	9	13	0	5	73	0	0	0	1008	0
18/11/2010	2	6	9	10	5	94	0	0	0	1011	0
20/11/2010	6	9	12	10	7	83	6	6	0	1018	0
21/11/2010	6	9	12	10	9	92	8	16	0	1006	0
22/11/2010	7	10	13	10	8	79	8	10	0	1000	0
23/11/2010	7	8	9	10	6	85	4	6	0	1000	0
24/11/2010	2	6	9	0	4	82	2	2	0	1005	0
25/11/2010	2	4	7	0	3	86	0	0	0	1007	0
26/11/2010	4	5	6	10	2	79	8	10	0	1001	0
27/11/2010	0	4	8	0	1	68	5	5	0	1008	0
28/11/2010	0	5	7	10	4	87	5	7	0	1000	0
29/11/2010	5	7	10	0	3	59	9	17	0	1005	0
30/11/2010	5	6	7	10	3	76	6	8	0	1006	0
01/12/2010	7	9	14	10	7	87	7	17	0	998	0
02/12/2010	6	7	10	10	5	77	4	6	0	1006	0
03/12/2010	3	4	6	10	3	84	7	8	0	1009	0
04/12/2010	1	3	6	10	2	76	0	0	0	1015	0
08/12/2010	13	14	15	10	12	77	10	12	0	1011	0
09/12/2010	8	11	15	0	9	65	9	17	0	1011	0
10/12/2010	0	4	9	0	0	44	11	13	0	1022	0
11/12/2010	-4	1	6	0	0	76	4	4	0	1023	0
12/12/2010	3	5	9	0	3	79	4	4	0	1010	0
13/12/2010	2	5	9	0	0	50	5	7	0	1010	0
14/12/2010	-4	0	4	0							
15/12/2010	-6	-2	3	0	0	58	8	14	0	1018	0
16/12/2010	-6	-1	2	0	0	46	8	10	0	1014	0
17/12/2010	-8	-5	-1	0	0	89	0	0	0	1005	0
18/12/2010	-3	-1	1	10	0	97	0	0	0	1002	0
19/12/2010	-9	-3	2	10	0	86	0	0	0	1013	0
20/12/2010	1	2	4	10	2	93	0	0	0	1012	0
21/12/2010	2	4	5	0	3	93	2	2	0	1014	0
22/12/2010	7	12	14	10	9	73	16	23	0	1010	0
23/12/2010	13	14	15	10	9	62	15	20	0	1000	0
24/12/2010	9	11	12	10	9	83	17	17	0	993	0
25/12/2010	6	7	8	10	5	78	5	8	0	1001	0
26/12/2010	4	6	8	10	3	59	7	10	0	1011	0
27/12/2010	-1	3	5	0	0	35	10	14	0	1021	0
28/12/2010	-4	0	6	0							
29/12/2010	-3	2	5	0	1	64	0	0	0	1024	0
30/12/2010	4	5	6	10	4	90	0	0	0	1024	0
31/12/2010	3	5	8	0	4	87	4	4	0	1023	0
02/01/2011	3	6	8	10	4	78	0	0	0	1014	0
04/01/2011	-4	0	4	0							
05/01/2011	-1	1	5	10	2	72	0	0	0	1020	0
06/01/2011	-2	5	11	0	4	82	14	16	0	1021	0
07/01/2011	10	12	13	0	7	66	9	15	0	1024	0
08/01/2011	6	12	14	0	7	67	8	13	0	1023	0
09/01/2011	2	7	13	0	5	89	0	0	0	1024	0
10/01/2011	5	9	13	0	6	81	0	0	0	1020	0
11/01/2011	2	7	10	10	6	87	4	7	0	1016	0
12/01/2011	1	5	11	0	3	87	7	7	0	1019	0
13/01/2011	-1	3	10	0	3	86	0	0	0	1022	0
14/01/2011	0	4	10	0	5	89	2	2	0	1023	0
15/01/2011	3	9	13	10	6	79	5	7	0	1024	0
16/01/2011	-1	5	13	0	2	80	0	0	0	1030	0
17/01/2011	-1	4	11	0	3	82	0	0	0	1030	0
18/01/2011	1	6	11	0	3	77	0	0	0	1027	0
19/01/2011	3	6	7	10	5	92	0	0	0	1022	0
20/01/2011	4	5	7	10	5	64	11	15	0	1017	0
21/01/2011	2	3	4	10	0	51	8	10	0	1017	0
22/01/2011	2	3	3	0	0	43	12	20	0	1016	0
23/01/2011	0	2	3	0	0	42	8	10	0	1018	0
24/01/2011	-6	-1	6	0	0	57	0	0	0	1020	0
25/01/2011	-7	-2	4	10	0	80	4	4	0	1019	0
26/01/2011	-3	2	8	0	1	72	6	6	0	1013	0
27/01/2011	1	5	9	10	2	67	7	12	0	1012	0
28/01/2011	5	6	8	0	2	54	10	15	0	1013	0
29/01/2011	4	5	6	0	0	53	6	9	0	1017	0
30/01/2011	3	4	5	10	2	89	3	5	0	1015	0
31/01/2011	0	4	10	0	2	75	6	7	0	1018	0
01/02/2011	3	5	9	0	1	60	7	12	0	1020	0
02/02/2011	3	6	11	0	0	30	7	12	0	1020	0
03/02/2011	5	7	10	0	0	18	12	16	0	1022	0
04/02/2011	0	7	15	0	0	22	5	6	0	1027	0
05/02/2011	-3	4	14	0	0	55	0	0	0	1030	0
06/02/2011	-3	3	13	0	0	63	0	0	0	1030	0
07/02/2011	-4	3	14	0	1	68	0	0	0	1029	0
08/02/2011	-4	1	10	0	1	78	2	2	0	1025	0
09/02/2011	0	2	7	0	2	84	0	0	0	1023	0
10/02/2011	-3	3	11	0	2	76	6	8	0	1025	0
11/02/2011	5	7	9	0	3	69	2	2	0	1024	0
12/02/2011	8	8	9	10	5	73	3	6	0	1020	0
13/02/2011	5	8	9	10	6	90	0	0	0	1018	0
14/02/2011	5	7	12	0	4	80	0	0	0	1014	0
17/02/2011	6	8	12	10	5	80	7	10	0	1004	0
18/02/2011	4	9	14	0	2	62	10	14	0	1006	0
19/02/2011	0	7	15	0	2	57	7	9	0	1011	0
20/02/2011	1	6	11	10	3	73	4	4	0	1012	0
21/02/2011	1	6	9	10	4	65	5	7	0	1010	0
22/02/2011	-3	4	10	0	0	57	8	9	0	1010	0
23/02/2011	1	4	7	0	0	30	13	17	0	1016	0
24/02/2011	0	3	8	0	0	22	12	15	0	1023	0
25/02/2011	1	4	8	0	0	20	7	12	0	1023	0
26/02/2011	2	4	9	0	0	34	8	13	0	1020	0
27/02/2011	-1	2	5	10	2	73	7	8	0	1015	0
28/02/2011	4	7	10	0	1	58	8	10	0	1015	0
01/03/2011	5	7	8	0	2	55	11	17	0	1016	0
02/03/2011	2	4	6	0	0	47	15	20	0	1018	0
03/03/2011	2	5	9	10	2	61	10	16	0	1022	0
04/03/2011	4	7	9	0	2	62	7	9	0	1025	0
05/03/2011	5	7	10	10	4	59	7	9	0	1019	0
07/03/2011	2	5	7	0	0	30	12	17	0	1027	0
08/03/2011	-1	4	8	0	0	24	6	9	0	1033	0
09/03/2011	-6	2	10	0	0	48	2	2	0	1027	0
11/03/2011	-2	6	13	0	2	62	6	6	0	1025	0
12/03/2011	2	7	12	0	1	60	6	6	0	1022	0
13/03/2011	5	8	12	10	6	80	11	20	0	1015	0
14/03/2011	12	14	17	10	10	74	8	13	0	1018	0
15/03/2011	9	13	18	10	9	69	5	7	0	1016	0
16/03/2011	9	11	13	10	9	83	8	13	0	1007	0
17/03/2011	9	10	12	10	7	74	10	12	0	1007	0
18/03/2011	6	11	17	0	5	63	4	6	0	1013	0
19/03/2011	3	9	17	10	3	61	9	13	0	1019	0
20/03/2011	6	8	12	0	0	27	12	18	0	1023	0
21/03/2011	3	7	9	0	0	32	12	21	0	1028	0
22/03/2011	4	9	15	0	0	39	7	10	0	1032	0
23/03/2011	2	10	18	0	0	32	4	6	0	1032	0
24/03/2011	2	11	21	0	0	37	5	6	0	1032	0
25/03/2011	2	10	18	0	2	52	9	13	0	1026	0
26/03/2011	7	11	16	0	5	59	8	8	0	1019	0
27/03/2011	6	11	14	10	6	67	8	13	0	1018	0
28/03/2011	10	11	14	10	9	82	7	14	0	1013	0
29/03/2011	8	12	17	0	6	65	7	7	0	1015	0
30/03/2011	3	11	17	0	4	53	4	5	0	1018	0
01/04/2011	4	13	23	0	3	45	4	4	0	1023	0
02/04/2011	5	15	24	0	4	47	6	9	0	1021	0
04/04/2011	6	14	21	0	6	58	6	9	0	1017	0
05/04/2011	10	14	18	0	8	42	8	12	0	1022	0
06/04/2011	5	15	23	0	4	35	7	9	0	1026	0
07/04/2011	7	16	26	0	4	40	8	14	0	1025	0
08/04/2011	7	15	24	0	7	53	6	8	0	1018	0
10/04/2011	8	16	26	0	7	47	8	15	0	1015	0
11/04/2011	7	16	24	0	4	37	7	7	0	1019	0
12/04/2011	6	15	23	0	6	53	9	13	0	1015	0
13/04/2011	6	11	16	10	6	45	10	15	0	1015	0
14/04/2011	3	8	14	10	4	60	5	6	0	1016	0
15/04/2011	7	9	12	10	4	61	12	14	0	1014	0
16/04/2011	8	11	15	0	1	33	9	14	0	1017	0
17/04/2011	5	11	18	0	2	36	9	10	0	1020	0
18/04/2011	3	11	19	0	1	37	7	10	0	1021	0
19/04/2011	2	12	20	0	1	39	9	10	0	1017	0
20/04/2011	3	13	21	0	3	43	3	4	0	1018	0
